instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions totalcoefs avgcoefs maxcoefs
katsuran6 classical 9 perturbation 3.66 0.15 0.14 0.02 3.43 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 10 perturbation 3.65 0.15 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 0 caboara-perry 13.43 1.44 0.83 0.08 11.78 24 640 6 77 53 32345 1347.00 5051
cyclicn6 classical 19 perturbation 40.84 1.36 0.96 0.40 38.38 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 2 random 21.20 0.82 0.51 0.53 19.42 37 1692 11 319 216 522 14.00 40
katsuran6 classical 11 perturbation 3.64 0.15 0.14 0.02 3.40 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 0 perturbation 3.88 0.22 0.18 0.02 3.58 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 12 perturbation 3.63 0.16 0.14 0.02 3.39 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 1 perturbation 3.79 0.19 0.17 0.02 3.51 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 13 perturbation 3.63 0.15 0.14 0.02 3.40 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 2 perturbation 3.92 0.21 0.18 0.02 3.62 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 14 perturbation 3.64 0.15 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 3 perturbation 3.86 0.20 0.18 0.02 3.57 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 15 perturbation 3.64 0.16 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 4 perturbation 3.78 0.20 0.17 0.02 3.50 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 16 perturbation 3.64 0.16 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 17 perturbation 3.63 0.15 0.14 0.02 3.39 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 5 perturbation 3.77 0.19 0.17 0.02 3.50 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 18 perturbation 3.65 0.15 0.14 0.02 3.42 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 6 perturbation 3.75 0.19 0.17 0.02 3.48 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 19 perturbation 3.64 0.15 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 7 perturbation 3.77 0.19 0.17 0.02 3.50 21 518 6 66 45 16686 794.00 3127
cyclicnh6 classical 3 random 32.85 0.82 0.51 0.68 30.96 35 1287 9 325 216 358 10.00 29
katsuran6 classical 20 perturbation 3.64 0.16 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 8 perturbation 3.84 0.19 0.17 0.02 3.56 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 21 perturbation 3.64 0.15 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 9 perturbation 3.85 0.20 0.18 0.02 3.56 21 518 6 66 45 16686 794.00 3127
cyclicn6 classical 20 perturbation 40.15 1.52 1.15 0.38 37.55 46 1168 10 425 312 12769 277.00 674
katsuran6 classical 22 perturbation 3.63 0.15 0.14 0.02 3.40 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 10 perturbation 3.90 0.19 0.17 0.02 3.62 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 23 perturbation 3.66 0.16 0.14 0.02 3.42 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 11 perturbation 3.90 0.20 0.18 0.02 3.61 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 24 perturbation 3.65 0.15 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 12 perturbation 3.91 0.20 0.18 0.02 3.63 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 25 perturbation 3.65 0.16 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 13 perturbation 3.90 0.20 0.18 0.02 3.61 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 26 perturbation 3.64 0.15 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 14 perturbation 3.90 0.20 0.18 0.02 3.61 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 27 perturbation 3.63 0.15 0.14 0.02 3.40 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 15 perturbation 3.81 0.19 0.17 0.02 3.53 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 28 perturbation 3.65 0.15 0.14 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 16 perturbation 3.78 0.19 0.17 0.02 3.50 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 29 perturbation 3.66 0.15 0.14 0.02 3.43 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 17 perturbation 3.91 0.20 0.18 0.02 3.61 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 0 random 3.63 0.11 0.08 0.02 3.44 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 18 perturbation 3.87 0.20 0.17 0.02 3.58 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 1 random 3.60 0.11 0.08 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 19 perturbation 3.89 0.20 0.18 0.02 3.61 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 2 random 3.60 0.11 0.08 0.02 3.41 21 518 6 66 45 16686 794.00 3127
cyclicn6 classical 21 perturbation 39.02 1.24 0.89 0.36 36.73 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 4 random 46.87 1.78 0.95 1.34 43.18 64 2778 17 559 397 2168 33.00 92
katsuranh6 classical 20 perturbation 3.86 0.20 0.17 0.02 3.57 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 3 random 3.60 0.11 0.08 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 4 random 3.62 0.11 0.08 0.02 3.43 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 21 perturbation 3.86 0.20 0.18 0.02 3.57 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 5 random 3.62 0.11 0.08 0.02 3.43 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 22 perturbation 3.78 0.19 0.17 0.02 3.51 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 6 random 3.62 0.11 0.08 0.02 3.43 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 23 perturbation 3.75 0.19 0.17 0.02 3.48 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 7 random 3.63 0.11 0.08 0.02 3.44 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 24 perturbation 3.75 0.19 0.17 0.02 3.48 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 8 random 3.60 0.11 0.08 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 25 perturbation 3.78 0.19 0.17 0.02 3.51 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 9 random 3.60 0.11 0.08 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 26 perturbation 3.81 0.19 0.17 0.02 3.54 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 10 random 3.59 0.11 0.08 0.02 3.40 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 27 perturbation 3.73 0.19 0.17 0.02 3.46 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 11 random 3.60 0.11 0.08 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 28 perturbation 3.73 0.19 0.17 0.02 3.46 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 12 random 3.60 0.11 0.08 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 29 perturbation 3.74 0.18 0.17 0.02 3.47 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 13 random 3.60 0.09 0.08 0.02 3.43 21 518 6 66 45 16686 794.00 3127
cyclicn6 classical 22 perturbation 39.30 1.24 0.89 0.36 37.00 46 1168 10 425 312 12769 277.00 674
katsuranh6 classical 0 random 3.67 0.12 0.09 0.02 3.46 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 14 random 3.58 0.09 0.07 0.02 3.41 21 518 6 66 45 16686 794.00 3127
cyclicnh6 classical 5 random 41.78 0.94 0.58 0.35 40.05 113 3948 22 454 341 33081 292.00 665
katsuranh6 classical 1 random 3.70 0.12 0.09 0.02 3.50 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 15 random 3.57 0.09 0.07 0.02 3.41 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 2 random 3.81 0.13 0.09 0.02 3.59 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 16 random 3.61 0.08 0.07 0.02 3.44 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 3 random 3.72 0.12 0.09 0.02 3.52 21 518 6 66 45 16686 794.00 3127
katsuran6 classical 17 random 3.61 0.09 0.07 0.02 3.44 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 4 random 3.68 0.12 0.09 0.02 3.48 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 5 random 3.68 0.12 0.09 0.02 3.48 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 6 random 3.71 0.12 0.09 0.02 3.51 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 7 random 3.73 0.12 0.09 0.02 3.52 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 8 random 3.71 0.12 0.09 0.02 3.50 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 9 random 3.67 0.12 0.09 0.02 3.47 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 10 random 3.68 0.12 0.09 0.02 3.48 21 518 6 66 45 16686 794.00 3127
cyclicn6 classical 23 perturbation 39.08 1.25 0.90 0.36 36.78 46 1168 10 425 312 12769 277.00 674
katsuranh6 classical 11 random 3.67 0.12 0.09 0.02 3.47 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 12 random 3.70 0.12 0.09 0.02 3.49 21 518 6 66 45 16686 794.00 3127
cyclicnh6 classical 6 random 41.86 0.95 0.59 0.35 40.12 113 3948 22 454 341 33081 292.00 665
katsuranh6 classical 13 random 3.78 0.12 0.09 0.02 3.58 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 14 random 3.74 0.12 0.09 0.02 3.53 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 15 random 3.70 0.13 0.09 0.02 3.49 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 16 random 3.70 0.12 0.09 0.02 3.49 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 17 random 3.69 0.12 0.09 0.02 3.49 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 18 random 3.74 0.12 0.09 0.02 3.54 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 19 random 3.70 0.12 0.09 0.02 3.50 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 20 random 3.66 0.12 0.09 0.02 3.46 21 518 6 66 45 16686 794.00 3127
cyclicn6 classical 24 perturbation 39.08 1.24 0.89 0.36 36.80 46 1168 10 425 312 12769 277.00 674
katsuranh6 classical 21 random 3.67 0.12 0.09 0.02 3.47 21 518 6 66 45 16686 794.00 3127
katsuranh6 classical 22 random 3.68 0.12 0.09 0.02 3.47 21 518 6 66 45 16686 794.00 3127
cyclicnh6 classical 7 random 41.86 0.96 0.59 0.35 40.11 113 3948 22 454 341 33081 292.00 665
cyclicn6 classical 25 perturbation 38.98 1.23 0.88 0.35 36.70 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 8 random 41.48 0.92 0.57 0.35 39.77 113 3948 22 454 341 33081 292.00 665
cyclicnh6 classical 9 random 2.18 0.28 0.20 0.06 1.77 37 1428 10 120 75 522 14.00 47
cyclicnh6 classical 10 random 4.12 0.73 0.54 0.13 3.16 49 1696 13 181 121 1146 23.00 51
cyclicnh6 classical 11 random 9.84 0.65 0.43 0.24 8.79 69 2766 19 264 179 2093 30.00 74
cyclicn6 classical 26 perturbation 38.62 1.23 0.87 0.35 36.36 46 1168 10 425 312 12769 277.00 674
katsuran7 classical 1 perturbation 152.26 0.45 0.36 0.07 151.03 39 1932 7 159 120 91582 2348.00 9390
cyclicnh6 classical 12 random 41.66 0.92 0.57 0.35 39.95 113 3948 22 454 341 33081 292.00 665
cyclicn6 classical 27 perturbation 38.63 1.24 0.88 0.35 36.35 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 28 perturbation 38.66 1.24 0.88 0.35 36.38 46 1168 10 425 312 12769 277.00 674
katsuranh7 classical 6 perturbation 154.81 0.54 0.43 0.08 153.47 39 1932 7 159 120 91582 2348.00 9390
cyclicnh6 classical 13 random 73.38 1.88 1.04 1.59 69.00 44 1723 11 594 425 1040 23.00 56
cyclicn6 classical 29 perturbation 39.03 1.26 0.89 0.36 36.72 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 14 random 41.55 0.93 0.58 0.35 39.82 113 3948 22 454 341 33081 292.00 665
cyclicnh6 classical 15 random 1.70 0.20 0.15 0.05 1.40 31 1243 9 97 58 287 9.00 23
katsuran7 classical 2 perturbation 152.55 0.44 0.36 0.07 151.33 39 1932 7 159 120 91582 2348.00 9390
cyclicnh6 classical 16 random 41.52 0.91 0.56 0.34 39.81 113 3948 22 454 341 33081 292.00 665
cyclicn6 classical 0 caboara-perry 489.12 3.21 2.05 1.36 231.28 7 189 108 464 286 48836 6976.00 7630
cyclicnh6 classical 17 random 2.59 0.26 0.19 0.05 2.22 31 1277 11 101 62 387 12.00 34
cyclicnh6 classical 18 random 7.21 0.66 0.49 0.13 6.29 59 2765 11 195 131 1643 27.00 67
cyclicn6 classical 0 perturbation 38.54 1.24 0.88 0.35 36.28 46 1168 10 425 312 12769 277.00 674
katsuranh7 classical 7 perturbation 153.89 0.53 0.43 0.08 152.56 39 1932 7 159 120 91582 2348.00 9390
cyclicnh6 classical 19 random 41.22 0.93 0.58 0.34 39.51 113 3948 22 454 341 33081 292.00 665
cyclicnh6 classical 20 random 5.95 0.60 0.41 0.24 4.97 52 1693 14 239 160 1459 28.00 70
cyclicn6 classical 1 perturbation 38.45 1.23 0.87 0.35 36.20 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 21 random 41.09 0.92 0.57 0.34 39.39 113 3948 22 454 341 33081 292.00 665
cyclicnh6 classical 22 random 2.40 0.27 0.19 0.07 1.99 38 1616 12 125 79 785 20.00 62
cyclicnh6 classical 23 random 5.87 0.57 0.38 0.11 5.07 61 2230 16 207 145 2043 33.00 78
cyclicnh6 classical 24 random 2.31 0.41 0.29 0.06 1.78 40 1536 11 127 84 808 20.00 51
cyclicn6 classical 2 perturbation 38.42 1.22 0.88 0.35 36.18 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 25 random 13.97 0.66 0.42 0.37 12.66 31 1443 9 276 187 229 7.00 24
katsuran7 classical 3 perturbation 154.24 0.44 0.36 0.07 153.01 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 3 perturbation 38.73 1.23 0.88 0.35 36.48 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 26 random 41.05 0.91 0.56 0.34 39.36 113 3948 22 454 341 33081 292.00 665
cyclicnh6 classical 27 random 27.75 0.91 0.55 0.58 25.77 39 1694 11 329 219 797 20.00 50
cyclicn6 classical 4 perturbation 38.62 1.22 0.88 0.35 36.37 46 1168 10 425 312 12769 277.00 674
katsuranh7 classical 8 perturbation 152.60 0.50 0.41 0.07 151.32 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 5 perturbation 38.53 1.22 0.87 0.35 36.29 46 1168 10 425 312 12769 277.00 674
cyclicnh6 classical 28 random 41.31 1.07 0.57 0.34 39.46 113 3948 22 454 341 33081 292.00 665
cyclicnh6 classical 29 random 2.24 0.33 0.24 0.06 1.78 38 1609 10 122 78 588 15.00 41
katsuran4 classical 0 static 0.02 0.00 0.00 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 0 caboara-perry 0.10 0.06 0.05 0.00 0.02 7 55 4 12 5 839 119.00 363
katsuran4 classical 0 perturbation 0.08 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 1 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 2 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 3 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 4 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 5 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 6 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 7 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 8 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 9 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 10 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 11 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 12 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 13 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 14 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 15 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 16 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 17 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 18 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 19 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 20 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 21 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 22 perturbation 0.07 0.05 0.05 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 23 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 24 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 25 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 26 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
katsuran4 classical 27 perturbation 0.07 0.05 0.04 0.00 0.01 7 50 4 12 5 480 68.00 259
econh4 classical 16 perturbation 0.07 0.05 0.05 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 17 perturbation 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 18 perturbation 0.07 0.05 0.05 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 19 perturbation 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 20 perturbation 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 21 perturbation 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 22 perturbation 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 23 perturbation 0.07 0.05 0.05 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 24 perturbation 0.07 0.05 0.05 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 25 perturbation 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 26 perturbation 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 27 perturbation 0.07 0.05 0.05 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 28 perturbation 0.07 0.05 0.05 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 29 perturbation 0.07 0.05 0.05 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 0 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 1 random 0.06 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 2 random 0.06 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 3 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 4 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 5 random 0.06 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 6 random 0.07 0.05 0.04 0.00 0.01 8 34 5 14 6 34 4.00 6
econh4 classical 7 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 8 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 9 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 10 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 11 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 12 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 13 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 14 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 15 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 16 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 17 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 18 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 19 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 20 random 0.07 0.05 0.04 0.00 0.01 8 34 5 14 6 34 4.00 6
econh4 classical 21 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 22 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 23 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 24 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 25 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 26 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 27 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 28 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econh4 classical 29 random 0.07 0.05 0.04 0.00 0.00 8 34 5 14 6 34 4.00 6
econ5 classical 0 static 0.05 0.00 0.00 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 21 perturbation 0.16 0.11 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 22 perturbation 0.16 0.11 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 23 perturbation 0.16 0.11 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 24 perturbation 0.16 0.10 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 25 perturbation 0.16 0.10 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 26 perturbation 0.16 0.11 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 27 perturbation 0.16 0.10 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 28 perturbation 0.16 0.10 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 29 perturbation 0.16 0.11 0.10 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 0 random 0.21 0.15 0.12 0.02 0.03 1 1 0 27 7 2 2.00 2
econ5 classical 1 random 0.15 0.09 0.08 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 2 random 0.15 0.09 0.08 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 3 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 4 random 0.22 0.14 0.12 0.02 0.04 1 1 0 33 14 2 2.00 2
econ5 classical 5 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 6 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 7 random 0.21 0.14 0.12 0.02 0.03 1 1 0 32 14 2 2.00 2
econ5 classical 8 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 9 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 10 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 11 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 12 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 13 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 14 random 0.23 0.15 0.12 0.02 0.04 1 1 0 31 11 2 2.00 2
econ5 classical 15 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 16 random 0.15 0.09 0.08 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 17 random 0.17 0.09 0.08 0.02 0.04 1 1 0 32 13 2 2.00 2
econ5 classical 18 random 0.15 0.09 0.08 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 19 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 20 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 21 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 22 random 0.22 0.14 0.12 0.02 0.04 1 1 0 32 13 2 2.00 2
econ5 classical 23 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 24 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 25 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 26 random 0.14 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 27 random 0.15 0.09 0.07 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 28 random 0.15 0.09 0.08 0.01 0.03 1 1 0 25 8 2 2.00 2
econ5 classical 29 random 0.15 0.09 0.08 0.01 0.03 1 1 0 25 8 2 2.00 2
econh5 classical 0 static 0.05 0.00 0.00 0.01 0.04 15 104 7 37 22 81 5.00 11
