instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions totalcoefs avgcoefs maxcoefs
f633 classical 13 random 1.71 0.22 0.16 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 14 random 4.58 0.84 0.67 0.20 3.42 45 1534 7 253 192 1696 37.00 130
f633 classical 15 random 1.72 0.22 0.16 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 16 random 2.04 0.40 0.29 0.16 1.39 37 867 7 205 151 662 17.00 71
f633 classical 17 random 4.60 0.39 0.28 0.23 3.84 33 1794 10 191 129 1565 47.00 126
f633 classical 18 random 3.93 0.57 0.42 0.24 3.01 36 1126 7 225 165 1116 31.00 110
f633 classical 19 random 3.90 0.42 0.30 0.19 3.13 31 1782 8 186 131 1740 56.00 221
f633 classical 20 random 1.74 0.22 0.16 0.11 1.32 47 1022 4 214 167 1033 21.00 86
f633h classical 26 random 30.29 0.47 0.30 0.16 29.41 59 4825 11 302 240 9305 157.00 613
f633h classical 27 random 2.18 0.40 0.28 0.13 1.55 52 1237 8 249 195 1209 23.00 82
katsuranh7 classical 25 perturbation 152.91 0.50 0.41 0.07 151.62 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 20 perturbation 152.85 0.44 0.36 0.07 151.63 39 1932 7 159 120 91582 2348.00 9390
f633h classical 28 random 37.16 0.51 0.34 0.10 36.37 43 3841 10 201 153 6328 147.00 548
f633h classical 29 random 1.70 0.22 0.16 0.09 1.29 47 977 6 214 167 1092 23.00 86
katsuranh7 classical 26 perturbation 153.07 0.50 0.41 0.08 151.78 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 21 perturbation 152.97 0.44 0.37 0.07 151.75 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 27 perturbation 153.30 0.50 0.41 0.08 152.00 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 22 perturbation 153.21 0.43 0.36 0.07 151.98 39 1932 7 159 120 91582 2348.00 9390
cyclicn7 classical 28 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 0 static NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuranh7 classical 28 perturbation 153.60 0.50 0.42 0.08 152.30 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 23 perturbation 153.71 0.44 0.36 0.07 152.48 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 29 perturbation 154.69 0.55 0.45 0.08 153.32 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 24 perturbation 154.81 0.46 0.38 0.08 153.55 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 0 random 154.95 0.31 0.21 0.08 153.83 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 25 perturbation 154.69 0.44 0.37 0.07 153.45 39 1932 7 159 120 91582 2348.00 9390
f633h classical 0 caboara-perry 1303.65 11.94 1.09 0.43 1289.27 57 14833 10 296 239 86625 1519.00 7228
f633h classical 0 perturbation 2.02 0.54 0.46 0.10 1.29 47 977 6 214 167 1092 23.00 86
f633h classical 1 perturbation 2.00 0.52 0.45 0.10 1.30 47 977 6 214 167 1092 23.00 86
f633h classical 2 perturbation 2.00 0.51 0.44 0.10 1.30 47 977 6 214 167 1092 23.00 86
f633h classical 3 perturbation 1.98 0.50 0.44 0.10 1.30 47 977 6 214 167 1092 23.00 86
f633h classical 4 perturbation 1.98 0.50 0.44 0.10 1.30 47 977 6 214 167 1092 23.00 86
f633h classical 5 perturbation 1.98 0.50 0.44 0.10 1.30 47 977 6 214 167 1092 23.00 86
f633h classical 6 perturbation 1.95 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 7 perturbation 1.96 0.49 0.43 0.10 1.29 47 977 6 214 167 1092 23.00 86
f633h classical 8 perturbation 1.95 0.50 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 9 perturbation 1.95 0.50 0.44 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 10 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 11 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 12 perturbation 1.94 0.49 0.43 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 13 perturbation 1.94 0.49 0.43 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 14 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 15 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 16 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 17 perturbation 1.95 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 18 perturbation 1.94 0.49 0.43 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 19 perturbation 1.94 0.49 0.43 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 20 perturbation 1.95 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 21 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 22 perturbation 1.95 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 23 perturbation 1.94 0.49 0.43 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 24 perturbation 1.94 0.49 0.43 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 25 perturbation 1.95 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 26 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 27 perturbation 1.94 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 28 perturbation 1.95 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 29 perturbation 1.95 0.49 0.43 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 0 random 1.66 0.21 0.15 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 1 random 1.67 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 2 random 1.67 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 3 random 1.69 0.21 0.16 0.10 1.29 47 977 6 214 167 1092 23.00 86
f633h classical 4 random 12.65 0.63 0.45 0.16 11.70 59 3075 12 292 230 5137 87.00 995
f633h classical 5 random 1.67 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 6 random 2.08 0.60 0.44 0.08 1.31 42 972 9 191 146 846 20.00 57
f633h classical 7 random 1.67 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 8 random 1.66 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 9 random 1.68 0.21 0.15 0.10 1.29 47 977 6 214 167 1092 23.00 86
f633h classical 10 random 1.65 0.21 0.15 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 11 random 1.65 0.21 0.15 0.09 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 12 random 9.07 0.21 0.15 0.06 8.68 32 2065 7 137 101 2972 92.00 307
f633h classical 13 random 5.92 0.37 0.26 0.08 5.38 36 1802 8 161 120 1765 49.00 140
f633h classical 14 random 1.66 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 15 random 1.66 0.21 0.15 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 16 random 1.54 0.44 0.32 0.08 0.95 40 845 7 180 138 706 17.00 54
f633h classical 17 random 1.65 0.21 0.15 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 18 random 1.65 0.21 0.15 0.09 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 19 random 1.66 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 20 random 1.66 0.20 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 21 random 1.66 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
f633h classical 22 random 1.65 0.21 0.15 0.10 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 23 random 1.50 0.43 0.31 0.07 0.94 41 868 7 180 139 729 17.00 55
f633h classical 24 random 1.64 0.20 0.15 0.09 1.27 47 977 6 214 167 1092 23.00 86
f633h classical 25 random 1.66 0.21 0.15 0.10 1.28 47 977 6 214 167 1092 23.00 86
fateman classical 0 caboara-perry 9.73 0.55 0.38 0.04 8.99 36 1894 18 90 54 28203 783.00 2343
fateman classical 0 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 1 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 2 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 3 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 4 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 5 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 6 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 7 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 8 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 9 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 10 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 11 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 12 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 13 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 14 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 15 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 16 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
cyclicn6 classical 0 random NA NA NA NA NA NA NA NA NA NA NA NA NA
fateman classical 17 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 18 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 19 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 20 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 21 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 22 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 23 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 24 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 25 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 26 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 27 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 28 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 29 perturbation 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 0 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 1 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 2 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 3 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 4 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 5 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 6 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 7 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 8 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 9 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 10 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 11 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 12 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 13 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 14 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 15 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 16 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 17 random 0.33 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 18 random 0.33 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
katsuranh7 classical 1 random 157.40 0.29 0.20 0.08 156.29 39 1932 7 159 120 91582 2348.00 9390
fateman classical 19 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
katsuran7 classical 26 perturbation 154.51 0.44 0.36 0.07 153.27 39 1932 7 159 120 91582 2348.00 9390
fateman classical 20 random 0.39 0.05 0.04 0.01 0.30 18 802 13 37 19 1535 85.00 358
fateman classical 21 random 0.37 0.05 0.04 0.01 0.29 18 802 13 37 19 1535 85.00 358
fateman classical 22 random 0.36 0.05 0.04 0.01 0.28 18 802 13 37 19 1535 85.00 358
fateman classical 23 random 0.36 0.05 0.04 0.01 0.28 18 802 13 37 19 1535 85.00 358
fateman classical 24 random 0.35 0.05 0.04 0.01 0.27 18 802 13 37 19 1535 85.00 358
fateman classical 25 random 0.35 0.05 0.04 0.01 0.27 18 802 13 37 19 1535 85.00 358
fateman classical 26 random 0.35 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 27 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 28 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fateman classical 29 random 0.34 0.05 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 0 static 0.29 0.00 0.00 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 0 caboara-perry 2.29 0.73 0.57 0.02 1.48 17 838 11 32 15 9443 555.00 2250
fatemanh classical 0 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 1 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 2 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 3 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 4 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 5 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 6 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 7 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 8 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 9 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 10 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 11 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 12 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 13 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 14 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 15 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 16 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 17 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 18 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 19 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 20 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 21 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 22 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 23 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 24 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 25 perturbation 0.36 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 26 perturbation 0.35 0.05 0.05 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 27 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 28 perturbation 0.36 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 29 perturbation 0.35 0.05 0.05 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 0 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 1 random 0.34 0.04 0.04 0.01 0.27 18 802 13 37 19 1535 85.00 358
fatemanh classical 2 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 3 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 4 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 5 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 6 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 7 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 8 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 9 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 10 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 11 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 12 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 13 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 14 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 15 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 16 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 17 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 18 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 19 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 20 random 0.34 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 21 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 22 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 23 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 24 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 25 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 26 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 27 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 28 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
fatemanh classical 29 random 0.33 0.04 0.04 0.01 0.26 18 802 13 37 19 1535 85.00 358
cyclicn6 classical 1 random 38.55 0.95 0.58 0.36 36.54 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 2 random 38.66 0.97 0.59 0.36 36.64 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 3 random 38.57 0.95 0.57 0.36 36.57 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 4 random 38.64 1.07 0.58 0.36 36.52 46 1168 10 425 312 12769 277.00 674
katsuran7 classical 27 perturbation 153.90 0.43 0.36 0.07 152.68 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 2 random 156.72 0.30 0.21 0.08 155.60 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 5 random 38.48 0.95 0.57 0.36 36.49 46 1168 10 425 312 12769 277.00 674
katsuran7 classical 28 perturbation 152.97 0.43 0.35 0.07 151.76 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 3 random 152.82 0.27 0.19 0.07 151.76 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 29 perturbation 152.96 0.43 0.36 0.07 151.74 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 4 random 152.82 0.28 0.19 0.07 151.75 39 1932 7 159 120 91582 2348.00 9390
noon7 classical 0 static 513.46 0.00 0.00 9.95 501.59 495 71153 13 2892 2397 9597 19.00 100
katsuran7 classical 0 random 152.93 0.26 0.18 0.07 151.88 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 5 random 152.95 0.27 0.19 0.07 151.88 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 1 random 152.97 0.26 0.18 0.07 151.92 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 6 random 152.99 0.27 0.19 0.07 151.93 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 2 random 153.00 0.26 0.18 0.07 151.95 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 7 random 153.01 0.27 0.19 0.07 151.94 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 3 random 153.01 0.26 0.18 0.07 151.96 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 8 random 153.04 0.27 0.19 0.07 151.98 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 4 random 153.02 0.26 0.18 0.07 151.97 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 9 random 153.04 0.27 0.19 0.07 151.97 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 5 random 153.08 0.26 0.18 0.07 152.03 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 10 random 153.08 0.27 0.19 0.07 152.01 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 6 random 153.18 0.26 0.18 0.07 152.13 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 11 random 153.13 0.27 0.19 0.07 152.07 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 7 random 153.15 0.27 0.19 0.07 152.10 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 12 random 153.17 0.28 0.19 0.07 152.11 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 8 random 153.02 0.26 0.18 0.07 151.97 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 13 random 153.05 0.27 0.19 0.07 151.99 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 9 random 153.07 0.26 0.18 0.07 152.03 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 14 random 153.04 0.27 0.19 0.07 151.97 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 10 random 153.36 0.38 0.18 0.07 152.19 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 15 random 153.14 0.27 0.19 0.07 152.07 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 11 random 153.07 0.26 0.18 0.07 152.02 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 16 random 153.03 0.27 0.19 0.07 151.97 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 12 random 153.12 0.26 0.18 0.07 152.07 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 17 random 153.09 0.27 0.19 0.07 152.02 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 13 random 153.07 0.26 0.18 0.07 152.02 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 18 random 153.05 0.28 0.19 0.07 151.98 39 1932 7 159 120 91582 2348.00 9390
butcher8 classical 0 static NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuran7 classical 14 random 153.00 0.26 0.18 0.07 151.95 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 19 random 152.98 0.28 0.19 0.07 151.91 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 15 random 153.09 0.26 0.18 0.07 152.04 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 20 random 153.06 0.28 0.19 0.07 151.98 39 1932 7 159 120 91582 2348.00 9390
cyclicn7 classical 29 random NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuran7 classical 16 random 153.13 0.26 0.18 0.07 152.08 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 21 random 153.35 0.43 0.19 0.07 152.13 39 1932 7 159 120 91582 2348.00 9390
cyclicn7 classical 0 caboara-perry NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuran7 classical 17 random 152.84 0.27 0.19 0.07 151.79 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 22 random 152.88 0.28 0.19 0.07 151.81 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 18 random 152.75 0.26 0.18 0.07 151.70 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 23 random 152.78 0.28 0.19 0.07 151.71 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 24 random 153.51 0.28 0.19 0.07 152.44 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 19 random 157.21 0.26 0.18 0.07 156.14 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 25 random 153.16 0.27 0.19 0.07 152.09 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 20 random 153.10 0.26 0.18 0.07 152.04 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 6 random NA NA NA NA NA NA NA NA NA NA NA NA NA
