instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicnh4 classical 12 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 13 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 14 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh6 classical 16 random 3.94 0.83 0.44 0.19 2.85 35 1618 11 198 123
cyclicnh4 classical 15 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 27 random 0.23 0.10 0.08 0.03 0.08 41 519 20 466 100
cyclicnh4 classical 16 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicn5 classical 5 perturbation 0.45 0.19 0.17 0.03 0.20 20 232 8 113 75
cyclicnh4 classical 17 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 18 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 28 random 0.15 0.05 0.03 0.02 0.06 38 538 13 350 89
cyclicnh4 classical 19 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 20 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 29 random 0.11 0.04 0.03 0.01 0.05 18 258 11 245 24
cyclicnh4 classical 21 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 22 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 23 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 24 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 25 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicn5 classical 6 perturbation 0.46 0.19 0.17 0.03 0.21 20 232 8 113 75
cyclicnh4 classical 26 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 27 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 28 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 29 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 F4 0 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 1 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 2 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 3 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 4 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 5 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 6 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 7 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 8 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 9 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 10 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 11 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 12 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 13 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 14 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 15 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 16 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 17 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 18 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 19 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 20 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 21 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 22 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 23 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn5 classical 7 perturbation 0.46 0.19 0.17 0.03 0.21 20 232 8 113 75
cyclicnh4 F4 24 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 25 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 26 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 27 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 28 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 29 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 classical 0 random 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh6 classical 17 random 1.20 0.20 0.15 0.04 0.92 31 1277 11 101 62
cyclicnh4 classical 1 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 2 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 3 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 4 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 5 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 6 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn5 classical 8 perturbation 0.49 0.21 0.19 0.04 0.22 20 232 8 113 75
cyclicnh4 classical 7 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 8 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 9 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 10 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 11 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 12 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 13 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 14 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 15 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn5 classical 9 perturbation 0.45 0.19 0.17 0.03 0.20 20 232 8 113 75
cyclicnh4 classical 16 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 17 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 18 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 19 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 20 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 21 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 22 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 23 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 24 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn5 classical 10 perturbation 0.47 0.21 0.19 0.03 0.20 20 232 8 113 75
cyclicnh4 classical 25 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 26 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 27 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 28 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 29 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 F4 0 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 1 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 2 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 3 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 4 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 5 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 6 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 7 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 8 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 9 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 10 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 11 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 12 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 13 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 14 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn5 classical 11 perturbation 0.46 0.19 0.17 0.03 0.21 20 232 8 113 75
katsuranh4 classical 0 random 0.06 0.04 0.03 0.00 0.01 7 49 4 12 5
katsuranh4 classical 1 random 0.06 0.04 0.03 0.00 0.00 7 49 4 12 5
katsuranh4 classical 2 random 0.05 0.04 0.03 0.00 0.00 7 49 4 12 5
