Compiling ./dynamicgb.pyx...
instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
jcf26 F4 6 perturbation 14.28 2.20 0.61 6.99 4.21 80 2066 5 2727 738
econ8 F4 14 perturbation 4.58 0.11 0.06 1.01 3.18 59 2704 5 4078 609
wang16 classical 23 random 1.08 0.08 0.04 0.12 0.84 17 405 7 126 75
sendra classical 1 perturbation 0.04 0.01 0.01 0.00 0.02 6 186 11 9 2
katsuran3 F4 10 random 0.02 0.01 0.01 0.00 0.00 4 16 3 12 1
r5_2_4_h classical 0 caboara-perry 1.18 0.41 0.12 0.13 0.57 37 499 9 128 91
sym33 classical 11 random 0.06 0.02 0.01 0.00 0.02 10 85 10 18 8
econh2 F4 21 perturbation 0.01 0.00 0.00 0.00 0.00 2 4 2 0 0
econh2 F4 27 perturbation 0.01 0.00 0.00 0.00 0.00 2 4 2 0 0
r5_2_2 F4 16 perturbation 0.09 0.02 0.01 0.02 0.03 21 160 6 231 99
dessin1 classical 14 perturbation 2.01 0.26 0.15 0.11 1.58 34 1183 5 130 88
fabrice24 classical 6 perturbation 89.72 3.54 1.48 17.17 68.44 51 1776 6 1339 1106
hemmecke F4 12 perturbation 0.01 0.00 0.00 0.00 0.00 3 16 15 0 0
extcyc5 F4 28 random 12.62 0.21 0.08 3.81 7.38 102 6728 10 5408 2031
dessin2 classical 0 random 3.26 0.15 0.08 0.26 2.76 19 736 9 123 62
binomial_5_3_4_6 F4 8 random 0.04 0.03 0.02 0.00 0.00 5 10 5 25 5
lichtblau classical 2 random 0.04 0.03 0.01 0.00 0.00 2 23 11 2 0
sendrah classical 6 random 0.05 0.02 0.01 0.00 0.02 7 221 14 9 2
cyclicn5-simple F4 23 perturbation 0.35 0.05 0.03 0.12 0.14 20 232 8 575 157
fabrice24h F4 8 perturbation 2.92 0.06 0.04 0.43 2.15 102 3831 8 2435 642
el44 classical 1 perturbation 15.87 1.16 0.55 2.66 11.84 10 47 2 314 166
cyclicn2 classical 11 random 0.03 0.02 0.01 0.00 0.00 2 4 2 2 0
bench2h F4 19 random 8.65 0.05 0.02 3.23 4.75 257 5379 10 9143 2362
bench2 classical 27 perturbation 1797.32 30.03 12.16 1444.80 319.98 58 913 4 4065 3384
redcyc6h F4 7 perturbation 2.92 0.11 0.07 0.67 1.84 106 3994 22 2635 786
i1 classical 11 perturbation 3374.45 56.55 14.09 1278.40 2033.63 38 2297 10 4019 3140
issac97 F4 2 perturbation 0.11 0.02 0.01 0.01 0.06 12 180 5 176 40
katsuranh8 F4 18 random 6.62 0.04 0.02 0.27 5.89 74 6823 8 2957 470
krider F4 24 perturbation 3.60 0.37 0.24 0.42 2.70 40 570 11 4088 224
jcf26 classical 0 static 28.85 0.00 0.00 2.05 26.68 79 1944 5 364 260
